frame_idx,PS
319,True
320,False
321,False
322,False
323,False
324,True
325,True
326,False
327,True
328,True
329,True
330,True
331,True
332,True
333,True
334,True
335,False
336,True
337,True
338,False
339,False
340,False
341,True
342,True
343,True
344,False
345,False
346,False
347,False
348,True
349,True
350,False
351,False
352,False
353,True
354,False
355,True
356,True
357,True
358,False
359,True
360,True
361,False
362,False
363,True
364,True
365,False
366,False
367,True
368,True
369,False
370,False
371,True
372,True
373,True
374,False
375,False
376,False
377,True
378,False
379,False
380,False
381,False
382,True
383,True
384,False
385,True
386,True
387,False
388,False
389,True
390,False
391,True
392,True
393,True
394,True
395,False
396,False
397,True
398,False
399,False
400,True
401,True
402,True
403,False
404,True
405,True
406,False
407,True
408,False
409,False
410,False
411,False
412,False
413,True
414,True
415,True
416,True
417,True
418,True
419,False
420,False
421,False
422,False
423,False
424,False
425,False
426,False
427,True
428,True
429,False
430,True
431,True
432,True
433,True
434,True
435,True
436,True
437,True
438,True
439,True
440,False
441,False
442,False
443,True
444,True
445,True
446,True
447,False
448,False
449,True
450,True
451,False
452,True
453,True
454,False
455,False
456,False
457,False
458,False
459,False
460,False
461,True
462,True
463,False
464,False
465,False
466,True
467,True
468,True
469,True
470,True
471,True
472,False
473,False
474,True
475,True
476,False
477,False
478,False
479,False
480,False
481,False
482,True
483,True
484,True
485,False
486,False
487,False
488,True
489,True
490,False
491,False
492,True
493,False
494,False
495,False
496,False
497,True
498,True
499,True
500,True
501,True
502,True
503,False
504,False
505,False
506,False
507,False
508,True
509,True
510,True
511,False
512,False
513,False
514,False
515,False
516,False
517,False
518,False
519,False
520,False
521,False
522,True
523,False
524,False
525,False
526,True
527,False
528,False
529,False
530,False
531,False
532,False
533,True
534,True
535,False
536,False
537,False
538,False
539,False
540,False
541,True
542,False
543,False
544,False
545,False
546,False
547,True
548,True
549,False
550,False
551,False
552,True
553,True
554,False
555,False
556,False
557,False
558,False
559,False
560,False
561,False
562,False
563,False
564,False
565,False
566,True
567,True
568,True
569,True
570,False
571,False
572,False
573,False
574,False
575,False
576,False
577,False
578,False
579,False
580,False
581,False
582,False
583,False
584,False
585,False
586,False
587,False
588,False
589,False
590,False
591,False
592,True
593,True
594,False
595,False
596,False
597,False
598,False
599,False
600,False
601,False
602,False
603,False
604,False
605,False
606,False
607,False
608,True
609,True
610,False
611,True
612,False
613,False
614,False
615,False
616,False
617,True
618,True
619,True
620,False
621,True
622,True
623,False
624,False
625,False
626,True
627,True
628,True
629,False
630,True
631,True
632,False
633,False
634,False
635,False
636,False
637,True
638,True
639,False
640,True
641,True
642,True
643,True
644,True
645,False
646,False
647,True
648,True
649,False
650,False
651,False
652,False
653,True
654,True
655,False
656,False
657,False
658,True
659,True
660,False
661,False
662,False
663,False
664,False
665,False
666,True
667,False
668,False
669,False
670,False
671,False
672,False
673,False
674,False
675,False
676,True
677,False
678,False
679,False
680,False
681,False
682,False
683,False
684,False
685,False
686,False
687,False
688,False
689,False
690,False
691,False
692,False
693,False
694,False
695,True
696,True
697,False
698,False
699,False
700,False
701,False
702,False
703,False
704,True
705,True
706,True
707,True
708,False
709,False
710,False
711,True
712,True
713,False
714,False
715,False
716,True
717,False
718,True
719,False
720,False
721,False
722,False
723,False
724,False
725,False
726,False
727,True
728,False
729,False
730,False
731,False
732,False
733,False
734,False
735,False
736,False
737,False
738,True
739,False
740,False
741,False
742,False
743,False
744,False
745,False
746,False
747,False
748,False
749,False
750,True
751,True
752,True
753,False
754,False
755,False
756,False
757,True
758,True
759,True
760,False
761,False
762,False
763,True
764,True
765,True
766,False
767,False
768,False
769,False
770,False
771,False
772,False
773,False
774,False
775,True
776,False
777,True
778,False
779,False
780,False
781,False
782,False
783,False
784,True
785,True
786,False
787,False
788,True
789,False
790,False
791,False
792,False
793,False
794,False
795,False
796,False
797,True
798,True
799,False
800,False
801,False
802,False
803,False
804,False
805,False
806,False
807,False
808,False
809,False
810,False
811,False
812,False
813,False
814,False
815,False
816,True
817,True
818,False
819,False
820,False
821,False
822,True
823,True
824,True
825,True
826,True
827,True
828,False
829,True
830,True
831,True
832,False
833,False
834,True
835,True
836,False
837,False
838,True
839,True
840,False
841,False
842,False
843,False
844,False
845,False
846,True
847,False
848,False
849,False
850,False
851,False
852,False
853,False
854,False
855,True
856,True
857,True
858,False
859,False
860,False
861,False
862,True
863,False
864,False
865,False
866,False
867,False
868,False
869,False
870,False
871,False
872,False
873,False
874,True
875,True
876,True
877,False
878,False
879,False
880,False
881,False
882,False
883,False
884,False
885,False
