clip_id,PHF,PHR,PFS,PS,PSP,PHP,flash,pattern
17_flikering_lights_clip_0057,1,0,1,1,0,0,0,0
17_flikering_lights_clip_0058,1,0,0,1,0,0,0,0
17_flikering_lights_clip_0059,1,1,1,1,0,0,1,0
17_flikering_lights_clip_0060,1,1,1,1,0,0,1,0
17_flikering_lights_clip_0061,1,0,0,1,0,0,0,0
17_flikering_lights_clip_0062,1,1,1,1,0,0,1,0
17_flikering_lights_clip_0063,1,1,1,1,0,0,1,0
17_flikering_lights_clip_0064,1,1,1,1,0,0,1,0
17_flikering_lights_clip_0065,1,0,0,1,0,0,0,0
17_flikering_lights_clip_0066,1,1,1,1,0,0,1,0
17_flikering_lights_clip_0067,1,1,1,1,0,0,1,0
17_flikering_lights_clip_0068,1,1,0,1,0,0,1,0
17_flikering_lights_clip_0069,1,0,0,1,0,0,0,0
17_flikering_lights_clip_0070,1,1,0,1,0,0,1,0
17_flikering_lights_clip_0071,1,1,1,1,0,0,1,0
17_flikering_lights_clip_0072,1,0,1,1,0,0,0,0
17_flikering_lights_clip_0073,1,0,0,1,0,0,0,0
17_flikering_lights_clip_0074,1,1,1,1,0,0,1,0
17_flikering_lights_clip_0075,1,1,1,1,0,0,1,0
17_flikering_lights_clip_0076,1,0,0,1,0,0,0,0
17_flikering_lights_clip_0077,1,1,0,1,0,0,1,0
17_flikering_lights_clip_0078,1,1,0,1,0,0,1,0
17_flikering_lights_clip_0079,1,1,0,1,0,0,0,0
17_flikering_lights_clip_0080,1,0,0,1,0,0,0,0
17_flikering_lights_clip_0081,1,1,1,1,0,0,1,0
17_flikering_lights_clip_0082,1,1,1,1,0,0,1,0
17_flikering_lights_clip_0083,1,1,0,1,0,0,1,0
17_flikering_lights_clip_0084,1,0,0,1,0,0,0,0
17_flikering_lights_clip_0085,1,1,1,1,0,0,1,0
17_flikering_lights_clip_0086,1,1,1,1,0,0,1,0
17_flikering_lights_clip_0087,1,0,0,1,0,0,0,0
17_flikering_lights_clip_0088,1,0,1,1,0,0,0,0
17_flikering_lights_clip_0089,1,1,1,1,0,0,1,0
17_flikering_lights_clip_0090,1,1,0,1,0,0,1,0
17_flikering_lights_clip_0091,1,0,0,1,0,0,0,0
