clip_id,PHF,PHR,PFS,PS,PSP,PHP,flash,pattern
39_glitch_motion_01_clip_0037,1,1,1,1,1,1,1,1
39_glitch_motion_01_clip_0038,1,1,1,1,1,1,1,1
39_glitch_motion_01_clip_0039,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0040,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0041,1,0,0,1,1,1,1,1
39_glitch_motion_01_clip_0042,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0043,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0044,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0045,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0046,1,0,0,1,0,0,1,1
39_glitch_motion_01_clip_0047,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0048,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0049,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0050,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0051,1,1,1,1,1,1,1,1
39_glitch_motion_01_clip_0052,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0053,1,1,1,1,1,1,1,1
39_glitch_motion_01_clip_0054,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0055,1,0,0,1,1,1,1,1
39_glitch_motion_01_clip_0056,1,0,0,1,1,1,1,1
39_glitch_motion_01_clip_0057,1,0,0,1,1,1,1,1
39_glitch_motion_01_clip_0058,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0059,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0060,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0061,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0062,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0063,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0064,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0065,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0066,1,1,1,1,1,1,1,1
39_glitch_motion_01_clip_0067,1,1,1,1,1,1,1,1
39_glitch_motion_01_clip_0068,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0069,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0070,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0071,1,0,0,1,1,1,1,1
39_glitch_motion_01_clip_0072,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0073,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0074,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0075,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0076,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0077,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0078,1,0,0,1,1,1,1,1
39_glitch_motion_01_clip_0079,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0080,1,0,1,1,0,0,1,1
39_glitch_motion_01_clip_0081,1,1,1,1,1,1,1,1
39_glitch_motion_01_clip_0082,1,0,0,1,1,1,1,1
39_glitch_motion_01_clip_0083,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0084,1,1,1,1,1,1,1,1
39_glitch_motion_01_clip_0085,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0086,1,0,1,1,0,0,1,1
39_glitch_motion_01_clip_0087,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0088,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0089,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0090,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0091,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0092,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0093,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0094,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0095,1,0,1,1,0,0,1,1
39_glitch_motion_01_clip_0096,1,0,1,1,0,0,1,1
39_glitch_motion_01_clip_0097,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0098,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0099,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0100,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0101,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0102,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0103,1,1,1,1,1,1,1,1
39_glitch_motion_01_clip_0104,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0105,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0106,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0107,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0108,1,0,0,1,1,1,1,1
39_glitch_motion_01_clip_0109,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0110,1,0,1,1,1,1,1,1
39_glitch_motion_01_clip_0111,1,0,0,1,1,1,1,1
39_glitch_motion_01_clip_0112,1,0,0,1,1,1,1,1
39_glitch_motion_01_clip_0113,1,0,0,1,1,1,1,1
