clip_id,PHF,PHR,PFS,PS,PSP,PHP,flash,pattern
46_stage_lights_03_clip_0067,0,0,0,0,1,1,0,1
46_stage_lights_03_clip_0068,1,0,1,1,1,1,1,1
46_stage_lights_03_clip_0069,1,0,1,1,1,1,1,1
46_stage_lights_03_clip_0070,1,0,1,1,1,1,1,0
46_stage_lights_03_clip_0071,1,0,1,1,1,1,1,1
46_stage_lights_03_clip_0072,1,0,1,1,1,1,1,1
46_stage_lights_03_clip_0073,1,0,0,1,1,1,1,0
46_stage_lights_03_clip_0074,1,0,0,1,1,1,0,0
46_stage_lights_03_clip_0075,1,0,0,1,1,1,0,0
46_stage_lights_03_clip_0076,1,0,0,1,1,1,0,0
46_stage_lights_03_clip_0077,1,0,0,1,1,1,0,0
46_stage_lights_03_clip_0078,0,0,0,0,0,0,0,0
46_stage_lights_03_clip_0079,1,0,0,1,1,0,1,0
46_stage_lights_03_clip_0080,1,0,0,1,1,1,0,0
46_stage_lights_03_clip_0081,0,0,0,0,1,1,0,0
46_stage_lights_03_clip_0082,1,0,0,1,1,1,0,0
46_stage_lights_03_clip_0083,0,0,0,0,1,0,0,0
46_stage_lights_03_clip_0084,0,0,0,0,1,0,0,0
46_stage_lights_03_clip_0085,0,0,0,0,0,0,0,0
46_stage_lights_03_clip_0086,0,0,0,0,1,1,0,0
46_stage_lights_03_clip_0087,0,0,0,0,1,1,0,0
