frame_idx,PHF
441,True
442,True
443,True
444,True
445,True
446,True
447,True
448,False
449,True
450,False
451,False
452,False
453,False
454,True
455,True
456,True
457,True
458,True
459,True
460,True
461,True
462,True
463,True
464,False
465,False
466,False
467,False
468,False
469,False
470,False
471,True
472,True
473,True
474,True
475,True
476,True
477,True
478,True
479,True
480,True
481,True
482,True
483,False
484,False
485,False
486,False
487,False
488,False
489,False
490,True
491,True
492,True
493,True
494,True
495,True
496,False
497,False
498,True
499,True
500,False
501,False
502,False
503,False
504,False
505,False
506,True
507,False
508,False
509,False
510,False
511,False
512,False
513,False
514,True
515,True
516,True
517,True
518,True
519,True
520,True
521,False
522,False
523,False
524,True
525,True
526,True
527,True
528,True
529,True
530,True
531,True
532,True
533,True
534,True
535,True
536,True
537,True
538,True
539,True
540,True
541,True
542,True
543,True
544,False
545,False
546,False
547,False
548,False
549,True
550,True
551,True
552,True
553,True
554,True
555,True
556,True
557,True
558,True
559,True
560,True
561,True
562,True
563,True
564,True
565,True
566,True
567,True
568,False
569,False
570,False
571,True
572,True
573,True
574,True
575,True
576,True
577,True
578,True
579,True
580,True
581,True
582,True
583,False
584,False
585,True
586,True
587,True
588,True
589,True
590,False
591,False
592,False
593,False
594,False
595,False
596,False
597,False
598,False
599,True
600,True
601,True
602,True
603,True
604,True
605,True
606,True
607,True
608,True
609,True
610,True
611,True
612,True
613,True
614,True
615,True
616,True
617,True
618,True
619,True
620,True
621,True
622,True
623,True
624,True
625,True
626,True
627,True
628,True
629,True
630,True
631,True
632,True
633,True
634,True
635,False
636,False
637,False
638,False
639,False
640,True
641,True
642,True
643,True
644,False
645,False
646,False
647,True
648,True
649,False
650,False
651,False
652,False
653,False
654,False
655,False
656,False
657,False
658,False
659,True
660,True
661,True
662,True
663,True
664,True
665,True
666,True
667,True
668,True
669,True
670,True
671,True
672,True
673,True
674,True
675,False
676,True
677,True
678,True
679,True
680,True
681,True
682,True
683,False
684,False
685,False
686,False
687,False
688,False
689,False
690,False
691,False
692,False
693,False
694,False
695,False
696,False
697,False
698,False
699,False
700,False
701,False
702,False
703,False
704,False
705,False
706,True
